0|2|SM-Kilpailut|2011|14-16 v.|17.0|9
0|1|SM-Kilpailut|2017|14-16 v.|18.0|6
0|2|SM-Kilpailut|2010|14-16 v.|18.0|9
0|1|SM-Kilpailut|2020|14-16 v.|17.0|6
0|2|SM-Kilpailut|2002|14-16 v.|17.0|6
0|2|SM-Kilpailut|2010|14-16 v.|18.0|9
0|2|SM-Kilpailut|2018|14-16 v.|16.0|8
0|1|SM-Kilpailut|2014|14-16 v.|19.0|6
0|2|SM-Kilpailut|2013|14-16 v.|18.0|4
0|2|SM-Kilpailut|2018|14-16 v.|16.0|8
0|2|SM-Kilpailut|2011|14-16 v.|18.0|4
0|1|SM-Kilpailut|2019|14-16 v.|16.0|8
0|2|SM-Kilpailut|2011|14-16 v.|18.0|6
0|2|SM-Kilpailut|2011|14-16 v.|18.0|4
0|2|SM-Kilpailut|2017|14-16 v.|17.0|2
0|1|SM-Kilpailut|2002|14-16 v.|16.0|8
0|2|SM-Kilpailut|2017|14-16 v.|17.0|7
0|2|SM-Kilpailut|2017|14-16 v.|17.0|2
0|2|SM-Kilpailut|2011|14-16 v.|16.0|3
0|1|SM-Kilpailut|2009|14-16 v.|15.0|8
0|2|SM-Kilpailut|2000|14-16 v.|16.0|1
0|2|SM-Kilpailut|2011|14-16 v.|16.0|3
0|2|SM-Kilpailut|2017|14-16 v.|15.0|7
0|1|SM-Kilpailut|2003|14-16 v.|18.0|2
0|2|SM-Kilpailut|2015|14-16 v.|16.0|5
0|2|SM-Kilpailut|2017|14-16 v.|15.0|7
0|2|SM-Kilpailut|2009|14-16 v.|19.0|5
0|1|SM-Kilpailut|2007|14-16 v.|17.0|6
0|2|SM-Kilpailut|2006|14-16 v.|15.0|5
0|2|SM-Kilpailut|2009|14-16 v.|19.0|5
