0|2|SM-Kilpailut|2013|14-16 v.|17.35|4
0|1|SM-Kilpailut|2017|14-16 v.|17.35|9
0|2|SM-Kilpailut|2012|14-16 v.|17.35|9
0|2|SM-Kilpailut|2022|14-16 v.|17.35|8
0|2|SM-Kilpailut|2008|14-16 v.|17.35|4
0|1|SM-Kilpailut|2009|14-16 v.|17.35|10
0|2|SM-Kilpailut|2001|14-16 v.|17.35|8
0|2|SM-Kilpailut|2008|14-16 v.|17.35|8
0|2|SM-Kilpailut|2011|14-16 v.|17.35|1
0|1|SM-Kilpailut|2021|14-16 v.|17.35|5
0|2|SM-Kilpailut|2014|14-16 v.|17.35|2
0|2|SM-Kilpailut|2014|14-16 v.|17.35|9
0|2|SM-Kilpailut|2006|14-16 v.|16.0|8
0|1|SM-Kilpailut|2012|14-16 v.|17.0|6
0|2|SM-Kilpailut|2003|14-16 v.|19.0|10
0|2|SM-Kilpailut|2017|14-16 v.|17.0|9
0|2|SM-Kilpailut|2011|14-16 v.|18.0|9
0|1|SM-Kilpailut|2011|14-16 v.|17.0|3
0|2|SM-Kilpailut|2005|14-16 v.|16.0|5
0|2|SM-Kilpailut|2010|14-16 v.|17.0|3
0|2|SM-Kilpailut|2022|14-16 v.|17.0|2
0|1|SM-Kilpailut|2003|14-16 v.|19.0|4
0|2|SM-Kilpailut|2013|14-16 v.|16.0|6
0|2|SM-Kilpailut|2019|14-16 v.|18.0|8
